municipio;ano;codigo;quant__estabelecimentos;dummy_mtpb;PREC2017_mean;TEMP_2017_mean;area_fr;s_assistencia_fr;despesas_fr;idade_m75_fr;producao_fr;propietarios_fr;quant_estab_irrigacao_fr;quant_pessoas_ocupadas_fr;quant_trator_implem_fr;num_estab_armazenadoras_fr
NA;2017;4128807;57;0;1934,3;22,595;88,73557895;0,877192982;319,0765439;0,315789474;243,2491228;0,315789474;0,035087719;5,280701754;0,912280702;0,105263158
Castro (PR);2017;4104907;807;0;1560,6;18,0725;81,75937175;0,706319703;277,8593854;0,247831475;243,1402763;0,247831475;0,013630731;2,890954151;1,579925651;0,044609665
Monte Alegre dos Campos (RS);2017;4312377;67;0;1670,4;16,89;148,0477612;0,611940299;274,1466866;0,194029851;243,1088358;0,194029851;0,029850746;3,597014925;1,835820896;NA
Dois Irmãos do Buriti (MS);2017;5003488;115;0;1549,26;24,976;113,9850435;0,808695652;126,5845217;0,226086957;243,0954696;0,226086957;0,060869565;4,191304348;0,956521739;0
Quadra (SP);2017;3541653;43;0;1510,8;20,54;75,33688372;0,604651163;130,249;0,372093023;243,072814;0,372093023;0,046511628;3,046511628;2,674418605;0,069767442
Campo Bonito (PR);2017;4104055;323;0;2325,55;20,6225;83,84349226;0,523219814;158,3504365;0,198142415;243,0638607;0,198142415;0,018575851;2,919504644;1,377708978;0,523219814
Clevelândia (PR);2017;4105706;547;0;2508,6;17,99;90,97021024;0,274223035;176,5203876;0,155393053;242,8428775;0,155393053;0,023765996;2,595978062;1,802559415;0,003656307
Capão Alto (SC);2017;4203253;74;0;1643,85;16,6975;256,3367568;0,567567568;233,921027;0,351351351;242,5217838;0,351351351;0,013513514;4,121621622;2,432432432;0,310810811
Itacajá (TO);2017;1710508;76;1;1676,86;27,982;259,7755395;0,815789474;239,5353816;0,131578947;242,4295263;0,131578947;0,013157895;3,552631579;1,592105263;0,013157895
Areado (MG);2017;3104304;72;0;1110,6;19,75;65,18798611;0,75;102,3022778;0,333333333;242,4151528;0,333333333;0,013888889;2,541666667;0,597222222;0,152777778
Salto de Pirapora (SP);2017;3545308;33;0;1437,1;19,475;83,14045455;0,636363636;200,8582727;0,121212121;242,3327576;0,121212121;0,090909091;3,212121212;2,575757576;0,03030303
Novo Horizonte do Oeste (RO);2017;1100502;40;0;1797,2;25,08;83,91875;0,75;119,204025;0,15;242,16445;0,15;0,525;3,1;0,425;0
Carlinda (MT);2017;5102793;107;0;1811,833333;28,256667;111,916215;0,794392523;318,7111402;0,252336449;241,9402523;0,252336449;0,056074766;2,046728972;0,672897196;0
Ipê (RS);2017;4310439;192;0;1697,9;17,84;113,8411458;0,260416667;231,8346771;0,296875;240,855;0,296875;0,21875;2,9375;2,15625;0,104166667
Canguaretama (RN);2017;2402204;71;0;785,2;26,06;67,74990141;0,873239437;128,6977606;0,352112676;240,4472958;0,352112676;0,169014085;6,478873239;0,408450704;0,014084507
Jari (RS);2017;4311130;540;0;2109,1;20,16;93,41605185;0,577777778;147,2351704;0,225925926;240,4207889;0,225925926;0,003703704;2,648148148;1,162962963;0,018518519
Otacílio Costa (SC);2017;4211751;119;0;1560,75;17,37;104,7441933;0,445378151;219,6761681;0,168067227;239,9926218;0,168067227;0,016806723;2,487394958;1,68907563;0,571428571
Centenário do Sul (PR);2017;4105102;536;0;1463,1;24,355;59,20211007;0,722014925;215,6880728;0,125;239,2746119;0,125;0,024253731;3,895522388;0,902985075;0,184701493
Bom Sucesso do Sul (PR);2017;4103222;258;0;2508,6;18,98;58,57010853;0,178294574;189,1777248;0,228682171;239,1814535;0,228682171;0;2,569767442;1,957364341;0,282945736
Sapucaia (RJ);2017;3305406;34;0;929,5;20,77;103,6424412;0,823529412;57,86147059;0,294117647;237,9618529;0,294117647;0,470588235;4,352941176;0,705882353;0,058823529
Quevedos (RS);2017;4315321;333;0;2030,05;19,91;94,52732733;0,684684685;144,0155195;0,216216216;236,3669429;0,216216216;0,003003003;2,870870871;1,225225225;0,069069069
Boituva (SP);2017;3507001;56;0;1437,1;20,71;135,0282857;0,625;300,7037857;0,339285714;236,1764821;0,339285714;0,035714286;10,66071429;4,053571429;0
Serra dos Aimorés (MG);2017;3166709;21;0;945,1;25,27;174,2938095;0,666666667;18,3107619;0,380952381;235,6502857;0,380952381;0,095238095;10,61904762;0,476190476;NA
Açailândia (MA);2017;2100055;355;1;1750,777778;27,59;173,2681211;0,8;150,5465268;0,208450704;235,5204;0,208450704;0,112676056;3,245070423;0,909859155;0,011267606
Juazeiro (BA);2017;2918407;898;0;177,9;26,241667;57,96538753;0,825167038;320,5439566;0,165924276;235,1692439;0,165924276;0,838530067;9,614699332;0,296213808;0
Simolândia (GO);2017;5220686;23;0;993,3;24,083333;162,186087;0,565217391;126,507087;0,130434783;235,1104348;0,130434783;0,086956522;3,869565217;0,913043478;0
Igarassu (PE);2017;2606804;304;0;1252,2;25,575;91,13943421;0,957236842;334,0366546;0,210526316;235,0065592;0,210526316;0,026315789;16,38157895;NA;0
Japurá (PR);2017;4112405;245;0;2126;22,883333;58,31124082;0,12244898;164,3621837;0,220408163;234,3056204;0,220408163;0,020408163;2,07755102;1,979591837;0,036734694
Alto Paraná (PR);2017;4100608;116;0;1910,3;23,72;83,40212069;0,655172414;218,2228879;0,155172414;234,2330948;0,155172414;0,034482759;5,060344828;1,439655172;0,060344828
Capela do Alto (SP);2017;3510302;24;0;1437,1;20,225;56,32;0,75;98,36254167;0,166666667;233,8742917;0,166666667;0,083333333;3,75;1,708333333;0,125
Assaí (PR);2017;4101903;394;0;1714,866667;21,32;61,91169543;0,233502538;153,7111117;0,322335025;232,1592538;0,322335025;0,060913706;2,923857868;3,134517766;0,02284264
Carmo da Cachoeira (MG);2017;3113909;23;0;968,1;19,29;103,86;0,434782609;262,8995217;0,173913043;232,0555652;0,173913043;0,043478261;5,217391304;1,347826087;0,086956522
Nazário (GO);2017;5214408;22;0;1303,35;26,68;100,9545455;0,772727273;192,5049545;0,136363636;231,571;0,136363636;0,045454545;3,136363636;1,363636364;0,090909091
Viamão (RS);2017;4323002;529;0;1688,15;21,03;72,01353308;0,640831758;134,3664688;0,306238185;230,8395936;0,306238185;0,24952741;2,529300567;1,491493384;0,060491493
Nova Monte Verde (MT);2017;5108956;34;0;1848,866667;27,696667;587,7968235;0,617647059;287,2650294;0,323529412;229,6574412;0,323529412;0,117647059;3,352941176;2,058823529;0,029411765
Indianópolis (PR);2017;4110409;69;0;2126;22,83;71,5916087;0,594202899;246,4926812;0,217391304;229,6168116;0,217391304;0,014492754;4,347826087;1,043478261;0,028985507
Padre Bernardo (GO);2017;5215603;560;0;1209,24;23,994;106,8027214;0,757142857;127,5327661;0,3;229,1723107;0,3;0,066071429;3,189285714;0,801785714;0,041071429
Honório Serpa (PR);2017;4109658;363;0;2508,6;17,99;91,61489807;0,432506887;164,3396391;0,190082645;229,1150799;0,190082645;0,016528926;2,818181818;1,451790634;0,013774105
Caçapava do Sul (RS);2017;4302808;473;0;1839;19,7275;129,032463;0,701902748;164,7258541;0,272727273;228,707129;0,272727273;0,059196617;2,744186047;1,875264271;0,031712474
Santa Maria (RS);2017;4316907;820;0;1966,366667;20,4;97,13762561;0,654878049;145,2175232;0,343902439;228,6475707;0,343902439;0,27804878;2,565853659;2,46097561;0,075609756
Panambi (RS);2017;4313904;509;0;2375,3;20,43;62,65381139;0,223968566;153,4935835;0,306483301;227,1220432;0,306483301;0,04518664;2,605108055;2,774066798;0,025540275
Chapada (RS);2017;4305306;818;0;2396,666667;20,016667;65,46908802;0,168704156;152,6271895;0,289731051;226,6548643;0,289731051;0,009779951;2,674816626;2,124694377;0,040342298
Caseiros (RS);2017;4304952;176;0;1697,9;18,06;69,92640909;0,136363636;157,3646193;0,25;226,2696761;0,25;0,034090909;3,028409091;2,1875;0,215909091
Mogi Mirim (SP);2017;3530805;157;0;1223,1;20,5975;62,38371338;0,49044586;126,6769809;0,388535032;225,7276115;0,388535032;0,133757962;3,159235669;2,656050955;0,01910828
Lages (SC);2017;4209300;181;0;1615,92;16,714;178,7941547;0,657458564;187,0385249;0,276243094;225,7114807;0,276243094;0,044198895;3,430939227;1,718232044;0,171270718
Santa Amélia (PR);2017;4123105;94;0;1569,6;21,81;58,00135106;0,35106383;158,2727021;0,255319149;224,0497872;0,255319149;0,138297872;2,925531915;2,308510638;0,074468085
Apucarana (PR);2017;4101408;451;0;2005,4;21,62;63,87665632;0,509977827;168,384031;0,23059867;223,3693925;0,23059867;0,059866962;2,78713969;1,900221729;0,073170732
Ibaiti (PR);2017;4109708;223;0;1569,6;20,43;81,92618834;0,775784753;122,0689731;0,273542601;223,1730717;0,273542601;0,040358744;2,394618834;1,031390135;0,251121076
Miraselva (PR);2017;4116000;32;0;1734,25;23,275;111,1563125;0,6875;536,57925;0,25;223,0264688;0,25;0,03125;7,9375;0,9375;NA
Alvorada do Gurguéia (PI);2017;2200459;98;1;999,55;27,25;212,3426122;0,785714286;130,7571122;0,12244898;222,5757857;0,12244898;0,295918367;3,408163265;0,816326531;0,020408163
Nicolau Vergueiro (RS);2017;4312674;159;0;2195,4;19,0825;68,89402516;0,226415094;164,0398176;0,251572327;222,4848113;0,251572327;0;2,647798742;2,987421384;0,018867925
Sumaré (SP);2017;3552403;36;0;1246,7;20,96;57,97238889;0,527777778;113,74925;0,388888889;222,3064167;0,388888889;0,25;2,638888889;2,111111111;0
Vila Nova do Sul (RS);2017;4323457;139;0;1893,7;20,12;114,1939568;0,654676259;123,2584029;0,316546763;222,2016691;0,316546763;0,014388489;2,755395683;1,748201439;0,014388489
Cabrália Paulista (SP);2017;3508306;12;0;1604,6;22,086667;126,3218333;0,5;269,3926667;0,416666667;222,0904167;0,416666667;0;3,333333333;2,916666667;0,5
Iracema do Oeste (PR);2017;4110656;142;0;2167,1;21,81;47,46438732;0,211267606;139,8280845;0,211267606;221,9728451;0,211267606;0,007042254;3,077464789;2,873239437;0,007042254
São João do Caiuá (PR);2017;4124905;70;0;1694,6;24,45;81,29228571;0,814285714;290,3505429;0,142857143;221,2566857;0,142857143;0,014285714;6,371428571;0,685714286;0
Palmeira (PR);2017;4117701;1520;0;1582,6;17,4325;56,14581645;0,298684211;120,6152072;0,089473684;221,0475086;0,089473684;0,009210526;3,250657895;2,038815789;0,051973684
Moema (MG);2017;3142403;25;0;1076,7;21,895;82,56876;0,36;198,95844;0,32;220,55368;0,32;0,08;2,2;0,4;0,04
São Domingos (SC);2017;4216107;338;0;2508,6;18,7075;59,58460947;0,189349112;153,0927751;0,192307692;219,3195769;0,192307692;0,032544379;2,837278107;2,165680473;0,020710059
Poços de Caldas (MG);2017;3151800;31;0;1110,6;19,285;174,0835806;0,387096774;94,09380645;0,290322581;218,8746129;0,290322581;0,322580645;4,516129032;2,193548387;0,225806452
Luciara (MT);2017;5105309;8;0;1662,92;29,422;294,6675;0,75;65,715375;0,125;218,20625;0,125;0,125;5,625;0,75;NA
Pereiras (SP);2017;3537503;19;0;1510,8;20,54;72,965;0,421052632;125,5470526;0,421052632;217,6251053;0,421052632;0,105263158;2,842105263;1,684210526;0,052631579
Rondon do Pará (PA);2017;1506187;257;0;2219,325;28,11125;125,2684047;0,906614786;58,08363035;0,13618677;217,222463;0,13618677;0,011673152;3,245136187;0,778210117;0,003891051
Cristiano Otoni (MG);2017;3120409;19;0;1103,1;18,64;78,91031579;0,473684211;203,4586842;0,368421053;217,1366316;0,368421053;0,105263158;2,210526316;1,842105263;NA
Victor Graeff (RS);2017;4323200;452;0;2195,4;19,59;50,70175442;0,130530973;117,99875;0,345132743;216,9814049;0,345132743;0,019911504;2,473451327;2,32300885;0,015486726
Renascença (PR);2017;4121604;448;0;2601,3;19,28;70,97602902;0,366071429;164,4800848;0,196428571;216,5697991;0,196428571;0,011160714;2,767857143;1,879464286;0,013392857
Fernandes Pinheiro (PR);2017;4107736;366;0;1720,9;17,3925;64,12987432;0,423497268;132,6901885;0,12295082;215,4935874;0,12295082;0,040983607;3,073770492;1,636612022;0,172131148
Alto Paraguai (MT);2017;5100508;99;0;1770,88;27,42;127,0478788;0,898989899;183,5298081;0,131313131;214,8789798;0,131313131;0,03030303;2,444444444;0,454545455;0,03030303
Barão de Antonina (SP);2017;3505005;27;0;1590,8;20,486667;50,10859259;0,703703704;62,00748148;0,185185185;214,4235926;0,185185185;0,074074074;2,111111111;1,37037037;0,037037037
Borrazópolis (PR);2017;4103305;387;0;2056,066667;20,95;55,56619121;0,291989664;230,4720672;0,167958656;213,6019199;0,167958656;0,090439276;2,640826873;1,953488372;0
Ponte Serrada (SC);2017;4213401;94;0;2278,7;17,475;139,1932979;0,606382979;202,7312021;0,308510638;213,5530745;0,308510638;0;2,70212766;1,446808511;0,106382979
Mundo Novo (MS);2017;5005681;148;0;1988;23,18;97,02867568;0,52027027;187,0024932;0,175675676;213,3949459;0,175675676;0,02027027;3,216216216;1,912162162;0,02027027
Carmo do Paranaíba (MG);2017;3114303;116;0;1127,075;22,7325;56,78965517;0,637931034;132,1833534;0,336206897;213,3884483;0,336206897;0,077586207;2,560344828;1,086206897;0
Jacutinga (RS);2017;4310900;246;0;2371,7;19,57;53,88760163;0,268292683;126,2026829;0,268292683;213,1197927;0,268292683;0,004065041;2,284552846;1,743902439;0,085365854
Boa Esperança (MG);2017;3107109;104;0;1016;19,83;59,83088462;0,326923077;202,416125;0,240384615;212,7725481;0,240384615;0,067307692;3,951923077;2,163461538;0,048076923
Formosa (GO);2017;5208004;396;0;1123,5875;23,9325;125,7647348;0,689393939;116,0727096;0,267676768;212,3845909;0,267676768;0,275252525;2,977272727;0,964646465;0,042929293
Lagoa Dourada (MG);2017;3137403;190;0;1114,866667;18,553333;50,40275789;0,915789474;196,9583789;0,215789474;211,9945211;0,215789474;0,163157895;3,689473684;1,921052632;0,010526316
Gentil (RS);2017;4308854;148;0;1946,65;18,38;64,01756757;0,094594595;135,6073446;0,310810811;211,944723;0,310810811;0,027027027;2,986486486;2,939189189;0,222972973
Bela Vista (MS);2017;5002100;398;0;1447,3;24,47;97,29709045;0,886934673;85,36307538;0,288944724;210,4458392;0,288944724;0,01758794;2,680904523;0,520100503;0,010050251
Mucugê (BA);2017;2921906;198;0;437,85;21,795;174,0064949;0,888888889;295,4462576;0,212121212;210,2268182;0,212121212;0,575757576;6,252525253;0,818181818;0,045454545
Ibirubá (RS);2017;4310009;855;0;2375,3;20,13;50,41928421;0,116959064;129,1426982;0,313450292;210,0914702;0,313450292;0,028070175;2,89122807;2,962573099;0,035087719
Restinga Sêca (RS);2017;4315503;877;0;1951;20,61;75,29594071;0,295324971;113,5085314;0,224629418;209,7567651;0,224629418;0,469783352;3,07981756;3,059293044;0,139110604
Conchal (SP);2017;3512209;81;0;1246,7;21,28;58,97155556;0,814814815;126,5341481;0,308641975;209,4128395;0,308641975;0,074074074;1,839506173;2,604938272;0,012345679
Ribeirão (PE);2017;2611804;196;0;1345,2;24,43;89,29254592;0,852040816;72,24329592;0,290816327;209,3349592;0,290816327;0,12755102;4,443877551;0,12755102;NA
Ribas do Rio Pardo (MS);2017;5007109;98;0;1632,02;25,133333;157,1506122;0,418367347;117,5753061;0,204081633;209,2646224;0,204081633;0,12244898;2,642857143;0,857142857;0,010204082
Grandes Rios (PR);2017;4108700;53;0;2157,4;20,39;88,77611321;0,547169811;215,4700755;0,20754717;208,0616792;0,20754717;0,132075472;3,132075472;1,924528302;0,018867925
Coqueiros do Sul (RS);2017;4305850;291;0;2195,4;19,43;68,36563574;0,223367698;153,5421203;0,209621993;207,7980584;0,209621993;0,017182131;2,817869416;2,670103093;0,006872852
Miranda (MS);2017;5005608;311;0;1154,828571;26,275714;487,6532444;0,954983923;107,7770514;0,199356913;207,7932733;0,199356913;0,022508039;2,736334405;0,575562701;0,006430868
Itaara (RS);2017;4310538;72;0;1951;20,16;93,45305556;0,527777778;144,7242917;0,263888889;207,5615139;0,263888889;0,027777778;2,458333333;1,805555556;0,055555556
Sirinhaém (PE);2017;2614204;498;0;1345,2;25,045;65,69443173;0,951807229;117,4187108;0,186746988;206,9404317;0,186746988;0,108433735;7,493975904;0,347389558;NA
Balsa Nova (PR);2017;4102307;164;0;1444,3;17,445;120,1066524;0,365853659;142,3593841;0,195121951;206,8007012;0,195121951;0,042682927;2,951219512;3,097560976;0,018292683
Faxinal dos Guedes (SC);2017;4205308;194;0;2508,6;19,02;76,06452062;0,43814433;120,5845;0,324742268;206,0129485;0,324742268;0,010309278;2,407216495;1,871134021;0,025773196
Monte Belo (MG);2017;3143005;141;0;1110,6;19,75;55,23331206;0,879432624;17,52573759;0,326241135;205,7620638;0,326241135;0,014184397;11,17021277;1,078014184;0,120567376
Abadiânia (GO);2017;5200100;124;0;1245,833333;24,133333;143,9333871;0,548387097;75,1128629;0,233870968;205,531379;0,233870968;0,080645161;2,846774194;1,314516129;0,024193548
São João do Ivaí (PR);2017;4125001;472;0;2081,4;21,205;53,96348941;0,309322034;166,5022627;0,226694915;205,4204258;0,226694915;0,012711864;2,345338983;1,868644068;0,008474576
Espumoso (RS);2017;4307500;939;0;2137,233333;19,64;63,21812567;0,202342918;124,2001353;0,276890309;205,3143365;0,276890309;0,005324814;2,691160809;2,202342918;0,010649627
Guaíba (RS);2017;4309308;94;0;1785,2;20,655;85,06170213;0,5;126,8636064;0,265957447;204,4596915;0,265957447;0,446808511;2,457446809;2,372340426;0,021276596
Álvares Machado (SP);2017;3501301;41;0;1377,166667;25,346667;29,58980488;0,780487805;9,208829268;0,317073171;204,2331707;0,317073171;0,390243902;2,073170732;0,56097561;0
Marialva (PR);2017;4114807;596;0;2045,6;22,183333;48,86351846;0,231543624;115,1831644;0,33557047;203,8224245;0,33557047;0,053691275;2,461409396;2,520134228;0,008389262
Giruá (RS);2017;4309001;1286;0;2538,333333;21,5;54,89880249;0,494556765;90,53861042;0,271384137;203,681937;0,271384137;0,014774495;2,330482115;1,917573872;0,013219285
Tapera (RS);2017;4321006;276;0;2195,4;19,75;49,7323442;0,072463768;143,4508696;0,304347826;202,785413;0,304347826;0,036231884;2,84057971;3,31884058;0,028985507
Sertão (RS);2017;4320503;566;0;2283,55;19,3175;55,73439929;0,553003534;117,3388392;0,268551237;202,4031731;0,268551237;0,014134276;2,333922261;2,386925795;0,028268551
São Pedro do Iguaçu (PR);2017;4125753;299;0;2123,9;22,16;65,97293645;0,257525084;158,8784381;0,260869565;201,4065217;0,260869565;0,026755853;2,531772575;1,966555184;0,010033445
Professor Jamil (GO);2017;5218391;12;0;1379,3;25,82;210,315;0,75;180,2589167;0,5;201,23125;0,5;0;3,25;1,5;0
Erebango (RS);2017;4306973;236;0;2371,7;19,13;53,98148305;0,063559322;143,2791907;0,194915254;200,8675508;0,194915254;0,033898305;2,783898305;1,813559322;0,042372881
Três Barras (SC);2017;4218301;142;0;1761,7;16,89;64,78733099;0,542253521;173,8245493;0,204225352;200,131507;0,204225352;0,077464789;2,704225352;2,126760563;0,190140845
Forquilhinha (SC);2017;4205456;341;0;1437,8;20,245;36,58431378;0,219941349;143,5793988;0,123167155;199,5722786;0,123167155;0,803519062;3,868035191;2,410557185;0,052785924
Ouvidor (GO);2017;5215504;31;0;1307,8;24,7;141,4045161;0,64516129;159,0416452;0,387096774;198,611871;0,387096774;0,096774194;3,741935484;1,741935484;0,032258065
Céu Azul (PR);2017;4105300;452;0;2353,433333;21,55;55,23378982;0,424778761;147,0337367;0,287610619;198,4123075;0,287610619;0,019911504;2,557522124;1,513274336;0,015486726
Planaltina do Paraná (PR);2017;4119707;107;0;1918,3;23,663333;58,59497196;0,747663551;179,1264953;0,121495327;198,2026542;0,121495327;0,046728972;2,672897196;0,588785047;0,065420561
Sapopema (PR);2017;4126207;57;0;1651,033333;19,88;117,1142456;0,701754386;112,3668246;0,157894737;197,1214211;0,157894737;0,087719298;2,578947368;1,140350877;0,052631579
Candói (PR);2017;4104428;902;0;2231,4;17,66;72,05561086;0,511086475;116,6999191;0,203991131;196,7440654;0,203991131;0,012195122;2,812638581;0,883592018;0,283813747
Teotônio Vilela (AL);2017;2709152;392;0;1465,05;25,53;40,39415816;0,882653061;216,9607602;0,293367347;196,6890153;0,293367347;0,06122449;5,410714286;0,170918367;0,030612245
Ibiaçá (RS);2017;4309803;515;0;1818,5;18,38;59,08104854;0,151456311;108,821934;0,285436893;196,2725883;0,285436893;0,023300971;2,549514563;2,209708738;0,316504854
Mariópolis (PR);2017;4115309;306;0;2508,6;17,99;56,18335948;0,013071895;110,1689118;0,179738562;195,8746471;0,179738562;0,022875817;2,013071895;2,147058824;0,562091503
NA;2017;4219507;247;0;2462,966667;19,533333;53,29767206;0,441295547;125,2523158;0,271255061;195,1588988;0,271255061;0,012145749;2,659919028;2,076923077;0,093117409
Tremembé (SP);2017;3554805;41;0;1054,45;19,19;72,50258537;0,56097561;202,0766829;0,243902439;195,0939268;0,243902439;0,658536585;4,512195122;3,780487805;0,195121951
Nova Veneza (SC);2017;4211603;261;0;1437,8;20,245;41,88598084;0,084291188;133,622567;0,118773946;195,072092;0,118773946;0,743295019;2,333333333;2,318007663;0,08045977
Carmo (RJ);2017;3301207;6;0;910,433333;21,686667;41,17983333;0,833333333;33,247;0;194,7291667;0;0;3,5;0;0
Itatinga (SP);2017;3523503;19;0;1540,8;20,556667;148,7011053;0,473684211;7672,546421;0,368421053;194,5828421;0,368421053;0,210526316;4,157894737;2,315789474;0,105263158
Três Pontas (MG);2017;3169406;69;0;968,1;19,55;60,06818841;0,420289855;232,6807826;0,188405797;194,3169275;0,188405797;0,072463768;4,043478261;1,913043478;0,130434783
Osvaldo Cruz (SP);2017;3534609;41;0;1255,2;25,53;81,63878049;0,682926829;153,8515854;0,268292683;194,2008293;0,268292683;0,048780488;4,292682927;1,097560976;0,097560976
Escada (PE);2017;2605202;414;0;1345,2;24,74;66,98728744;0,731884058;111,997128;0,251207729;193,9316208;0,251207729;0,15942029;8,765700483;0,176328502;0,009661836
Pinheiros (ES);2017;3204104;109;0;1392,55;26,215;180,4534312;0,779816514;131,7631284;0,321100917;193,8291009;0,321100917;0,348623853;5,311926606;0,935779817;0,027522936
NA;2017;1508407;14;0;1312,1;27,571429;1493,961429;0,928571429;594,6796429;0,214285714;193,2055714;0,214285714;0,071428571;14,21428571;1,714285714;0,071428571
Promissão (SP);2017;3541604;306;0;1280,266667;24,896667;82,12085948;0,330065359;453,1572386;0,336601307;192,5932092;0,336601307;0,251633987;6,12745098;2,019607843;0,006535948
Montanha (ES);2017;3203502;128;0;1081,1;25,585;100,2910156;0,7734375;42,26865625;0,328125;191,5388516;0,328125;0,3984375;3,453125;0,390625;0,0390625
Mato Castelhano (RS);2017;4312138;307;0;2195,4;18,7;56,25491531;0,364820847;117,6466384;0,319218241;190,9318176;0,319218241;0,026058632;2,951140065;2,026058632;0,045602606
Mangueirinha (PR);2017;4114401;771;0;2442,25;17,63;68,42360311;0,49156939;131,8045603;0,189364462;190,9154008;0,189364462;0,003891051;2,718547341;1,428015564;0,005188067
Vitória Brasil (SP);2017;3556958;7;0;1239,1;25,91;79,16928571;0,285714286;86,75642857;0,428571429;190,0888571;0,428571429;0,142857143;2,285714286;0,428571429;0,142857143
Arapuã (PR);2017;4101655;235;0;2157,4;20,76;54,74079574;0,45106383;130,2722553;0,217021277;190,0454894;0,217021277;0,025531915;2,617021277;2,046808511;0,012765957
Foz do Iguaçu (PR);2017;4108304;292;0;2292,6;22,9275;41,80047945;0,705479452;107,2230822;0,27739726;190,043661;0,27739726;0,089041096;2,352739726;1,136986301;0,006849315
Campo Alegre (AL);2017;2701407;266;0;1464,8;25,06;77,10563534;0,92481203;144,479391;0,195488722;189,8904173;0,195488722;0,078947368;15,33082707;0,353383459;0,003759398
Miracema do Tocantins (TO);2017;1713205;126;1;1542,1;28,421667;134,5003571;0,714285714;108,9688968;0,19047619;189,8712063;0,19047619;0,134920635;4,071428571;0,841269841;0,007936508
Anahy (PR);2017;4101051;143;0;2167,1;21,25;53,53968531;0,181818182;157,2709091;0,167832168;189,8323077;0,167832168;0,006993007;3,384615385;2,503496503;0,013986014
Atibaia (SP);2017;3504107;28;0;1288,766667;19,823333;71,99628571;0,785714286;235,9392857;0,25;189,4028571;0,25;0,357142857;4,5;3,785714286;0,142857143
São Félix do Coribe (BA);2017;2929057;30;1;613,85;26,165;123,405;0,8;329,3516;0,1;188,7418;0,1;0,6;5,5;0,6;0,033333333
Itinga do Maranhão (MA);2017;2105427;188;1;1788,114286;27,491429;185,5024096;0,925531915;122,5246755;0,20212766;187,9084947;0,20212766;0,042553191;2,079787234;0,478723404;0,005319149
Couto Magalhães (TO);2017;1706001;102;1;1702,833333;28,383333;184,899451;0,676470588;64,52266667;0,176470588;187,8269706;0,176470588;0,049019608;3,921568627;0,774509804;0,088235294
Reserva do Iguaçu (PR);2017;4121752;288;0;2255,05;17,0425;57,56802431;0,795138889;80,08281944;0,159722222;187,8141875;0,159722222;0,017361111;2,684027778;1,045138889;0,277777778
Riversul (SP);2017;3543501;58;0;1590,8;20,145;60,78218966;0,5;132,1171724;0,172413793;187,6302586;0,172413793;0,034482759;2,637931034;1,862068966;0,120689655
São José do Ouro (RS);2017;4318606;487;0;1939,1;18,3;51,74585216;0,160164271;102,2581314;0,27926078;187,5339856;0,27926078;0,014373717;2,726899384;1,64476386;0,084188912
Piedade de Ponte Nova (MG);2017;3150208;28;0;961,7;21,9;92,03285714;0,642857143;45,20396429;0,285714286;186,4882143;0,285714286;0,071428571;2,035714286;0,142857143;0,035714286
Ariranha do Ivaí (PR);2017;4101853;233;0;2157,4;20,39;61,03849785;0,381974249;141,0731288;0,175965665;186,3640472;0,175965665;0,008583691;2,583690987;1,652360515;0,017167382
Hidrolândia (GO);2017;5209705;65;0;1327,65;25,49;64,26210769;0,846153846;168,6127385;0,276923077;186,3435538;0,276923077;0,2;5,476923077;0,892307692;0,415384615
Água Santa (RS);2017;4300059;381;0;1946,65;18,38;53,10069816;0,089238845;113,4417664;0,267716535;186,2000262;0,267716535;0,034120735;2,868766404;2,317585302;0,039370079
Ângulo (PR);2017;4101150;143;0;2005,4;22,38;46,24035664;0,041958042;112,8311678;0,293706294;186,0395944;0,293706294;0;2,370629371;1,636363636;0,153846154
Amparo (SP);2017;3501905;29;0;1199,5;19,97;96,63289655;0,586206897;107,7651724;0,413793103;186,0313793;0,413793103;0,103448276;4,379310345;1,517241379;0,172413793
Bragança Paulista (SP);2017;3507605;79;0;1266,45;19,325;58,2563038;0,734177215;143,1842785;0,215189873;185,828038;0,215189873;0,189873418;4,924050633;2,392405063;0,101265823
Entre Rios do Oeste (PR);2017;4107538;133;0;2080,7;22,85;35,15345113;0,060150376;91,80397744;0,338345865;185,1876842;0,338345865;0,007518797;2,052631579;1,218045113;0
Palmeirante (TO);2017;1715705;136;1;1683;28,185;246,8998162;0,911764706;89,57641912;0,227941176;185,1139926;0,227941176;0,014705882;3,176470588;0,625;0,014705882
Miranorte (TO);2017;1713304;138;1;1641,8;28,335;88,00814493;0,898550725;97,14302899;0,173913043;185,0546667;0,173913043;0,036231884;2,913043478;0,65942029;0
Jaraguari (MS);2017;5004908;241;0;1734,333333;24,77;115,9093361;0,65560166;112,5366722;0,203319502;184,1790788;0,203319502;0,141078838;2,697095436;1,01659751;0,012448133
Ernestina (RS);2017;4307054;339;0;2195,4;19,293333;48,886;0,088495575;122,6884395;0,300884956;184,0466962;0,300884956;0,008849558;1,436578171;2,389380531;0,032448378
Nova Resende (MG);2017;3145109;50;0;1140,633333;20,046667;44,56282;0,66;190,89076;0,24;183,8192;0,24;0,02;3,8;1,46;0,16
Paulo Lopes (SC);2017;4212304;40;0;1388;20,935;39,374;0,475;63,75455;0,5;183,679325;0,5;0,2;1,6;0,575;0
