municipio;ano;codigo;quant__estabelecimentos;dummy_mtpb;PREC2017_mean;TEMP_2017_mean;area_fr;s_assistencia_fr;despesas_fr;idade_m75_fr;producao_fr;propietarios_fr;quant_estab_irrigacao_fr;quant_pessoas_ocupadas_fr;quant_trator_implem_fr;num_estab_armazenadoras_fr
Castanhal (PA);2017;1502400;571;0;2743,55;27,365;14,47237478;0,931698774;4,927901926;0,161120841;27,40608581;0,161120841;0,220665499;2,793345009;0,087565674;0
Resende (RJ);2017;3304201;27;0;1360;18,9725;39,84503704;0,888888889;24,31562963;0,296296296;27,34218519;0,296296296;0,185185185;2,333333333;0,592592593;0
Guajará0Mirim (RO);2017;1100106;151;0;1530,59375;25,8825;25,70927152;0,529801325;3,310708609;0,278145695;27,31409934;0,278145695;0,01986755;8,741721854;NA;0
Riachinho (TO);2017;1718550;75;1;1598,2;27,856667;35,37465333;0,973333333;6,401266667;0,12;27,21116;0,12;0;3,093333333;NA;NA
Ipumirim (SC);2017;4207700;176;0;2440,15;19,385;16,99971591;0,664772727;18,50374432;0,3125;27,14434091;0,3125;0;2,573863636;0,545454545;0,176136364
Touros (RN);2017;2414407;459;0;581,8;26,665;32,24833551;0,74291939;23,95326797;0,187363834;27,06572767;0,187363834;0,176470588;3,37037037;0,148148148;0,054466231
Inhaúma (MG);2017;3131000;32;0;879,8;21,19;110,0639375;0,40625;79,7725625;0,34375;27,0638125;0,34375;0,09375;4,78125;1,1875;0,09375
Damolândia (GO);2017;5206800;17;0;1276;24,97;8,499294118;1;12,65435294;0,058823529;27,01205882;0,058823529;0,117647059;1,647058824;NA;0,058823529
Bento Gonçalves (RS);2017;4302105;45;0;1680,2;19,395;10,70133333;0,755555556;18,73562222;0,444444444;26,91257778;0,444444444;0,066666667;2,844444444;0,666666667;0,022222222
Porto Grande (AP);2017;1600535;325;0;1697,4;27,73;47,99929231;0,843076923;12,68364615;0,187692308;26,90287692;0,187692308;0,141538462;3,461538462;0,141538462;0,006153846
Sebastião Barros (PI);2017;2210623;154;1;950,466667;25,373333;107,0896818;0,980519481;9,917168831;0,181818182;26,89018182;0,181818182;0,006493506;3,415584416;0,188311688;0,006493506
Itacoatiara (AM);2017;1301902;1196;0;2382,955556;28,61;31,49270569;0,891304348;8,899454849;0,150501672;26,85342809;0,150501672;0,079431438;4,121237458;0,039297659;0
Mucurici (ES);2017;3203601;35;0;1081,1;25,1525;31,92554286;0,828571429;22,26811429;0,171428571;26,81974286;0,171428571;0,142857143;2,428571429;NA;0
Pau D'Arco (PA);2017;1505551;123;0;1539,533333;27,413333;47,77719512;0,967479675;9,529699187;0,195121951;26,81507317;0,195121951;0,008130081;4,040650407;0,056910569;NA
Anajás (PA);2017;1500701;115;0;2600,21;28,228;130,5383478;1;2,811313043;0,130434783;26,72957391;0,130434783;0;2,330434783;0;NA
Chã de Alegria (PE);2017;2604403;216;0;1093,3;24,895;17,43847222;0,972222222;65,29072685;0,231481481;26,71378241;0,231481481;0,069444444;3,703703704;0,055555556;0
São Pedro dos Crentes (MA);2017;2111573;40;1;1304,233333;26,61;61,594225;0,975;12,655775;0,125;26,6649;0,125;0,05;4,625;0,25;0
Jaraguá do Sul (SC);2017;4208906;181;0;1698,8;19,365;12,41943646;0,624309392;20,32845856;0,38121547;26,65752486;0,38121547;0,348066298;1,955801105;0,867403315;0,027624309
Paraíso do Tocantins (TO);2017;1716109;100;1;1342,35;28,46;62,67842;0,99;9,95601;0,22;26,64504;0,22;0,02;2,1;0,18;0
Itanhandu (MG);2017;3133105;20;0;1215,75;17,405;17,51625;0,75;27,81345;0,4;26,58625;0,4;0,1;1,8;0,5;0
Mari (PB);2017;2509107;438;0;813,3;25,71;9,884789954;0,906392694;14,44466667;0,305936073;26,55054795;0,305936073;0,114155251;3,712328767;0,091324201;0,03196347
Santo Antônio do Amparo (MG);2017;3159902;43;0;1068,375;19,225;20,57697674;0,674418605;22,7842093;0,348837209;26,54813953;0,348837209;0,023255814;2,511627907;0,255813953;0,069767442
Brazópolis (MG);2017;3108909;72;0;1071,5;18,58;30,92947222;0,944444444;14,41330556;0,333333333;26,54716667;0,333333333;0,013888889;1,652777778;0,291666667;0
Paraisópolis (MG);2017;3147303;97;0;1071,5;18,58;17,43487629;0,896907216;36,99113402;0,257731959;26,49414433;0,257731959;0,06185567;2,412371134;0,432989691;0,195876289
São Joaquim (SC);2017;4216503;153;0;1554,1;15,78;39,88039216;0,594771242;21,04264706;0,183006536;26,4749281;0,183006536;0;2,169934641;0,54248366;0,006535948
Japoatã (SE);2017;2803401;411;0;1465,3;25,89;16,81280535;0,96350365;20,09491971;0,260340633;26,40476642;0,260340633;0,150851582;2,819951338;0,060827251;0,00243309
Biritiba Mirim (SP);2017;3506607;14;0;1185,4;21,165;4,197857143;0,785714286;13,41714286;0,285714286;26,40321429;0,285714286;0,142857143;2,5;0,857142857;0
Porto Franco (MA);2017;2109007;166;1;1548,833333;27,613333;51,29939157;0,951807229;18,67227108;0,210843373;26,37145181;0,210843373;0,084337349;2,524096386;0,096385542;0,006024096
Manfrinópolis (PR);2017;4114351;162;0;2694;19,58;20,5118642;0,771604938;19,4067716;0,185185185;26,33135185;0,185185185;0,012345679;2,12962963;0,228395062;0
Picada Café (RS);2017;4314423;63;0;1680,2;19,99;12,73492063;0,761904762;15,01638095;0,285714286;26,28115873;0,285714286;0,047619048;1,777777778;0,523809524;0,19047619
Igreja Nova (AL);2017;2703205;616;0;1465,3;25,86;11,34510227;0,923701299;79,35993019;0,165584416;26,28011526;0,165584416;0,428571429;6,099025974;0,069805195;0,048701299
Nova Bandeirantes (MT);2017;5106158;60;0;1927,755556;27,586667;34,11371667;0,95;16,1188;0,2;26,14343333;0,2;0,05;2,133333333;0,233333333;0
Vera Cruz (RN);2017;2414803;153;0;717,4;25,96;11,06561438;0,921568627;24,02727451;0,222222222;26,13753595;0,222222222;0,37254902;3,261437908;0,098039216;0,006535948
Duas Barras (RJ);2017;3301603;53;0;921,65;21,4025;49,01650943;0,660377358;31,28218868;0,301886792;26,09471698;0,301886792;0,377358491;2,037735849;0,075471698;0,018867925
Peritiba (SC);2017;4212601;97;0;1939,1;18,75;17,27546392;0,804123711;17,58792784;0,381443299;26,00931959;0,381443299;0,010309278;2,278350515;0,515463918;0,103092784
Carmópolis de Minas (MG);2017;3114501;106;0;1136,3;19,59;25,06301887;0,783018868;21,43157547;0,320754717;25,98427358;0,320754717;0,103773585;2,433962264;0,311320755;0,141509434
Caxambu (MG);2017;3115508;13;0;1144,433333;18,11;82,24615385;0,461538462;55,55161538;0,230769231;25,96846154;0,230769231;0;3,461538462;0,461538462;NA
Miracema (RJ);2017;3303005;10;0;888;23,11;25,996;0,6;47,6202;0,2;25,8079;0,2;0,5;5,7;NA;0,2
São José do Norte (RS);2017;4318507;906;0;1630,82;20,408;23,19370309;0,843267108;20,40518212;0,193156733;25,75034327;0,193156733;0,208609272;3,471302428;0,558498896;0,357615894
Cruz Machado (PR);2017;4106803;1585;0;1998,46;16,528;24,84213817;0,681388013;18,4467817;0,121135647;25,62501703;0,121135647;0,067507886;2,521766562;1,006940063;0,644164038
Consolação (MG);2017;3118502;24;0;1071,5;18,58;10,462125;0,75;10,19470833;0,375;25,60525;0,375;0,208333333;1,833333333;0,25;0,333333333
Travesseiro (RS);2017;4321626;143;0;1841;19,37;11,51244755;0,685314685;15,44930769;0,475524476;25,59737762;0,475524476;0;1,818181818;0,34965035;0,013986014
Rodeio (SC);2017;4215109;146;0;1698,8;20,32;12,62385616;0,609589041;19,2855;0,301369863;25,48862329;0,301369863;0,246575342;1,431506849;0,739726027;0,301369863
Alto Bela Vista (SC);2017;4200754;106;0;2083,3;19,066667;14,28632075;0,801886792;20,16728302;0,254716981;25,48188679;0,254716981;0,009433962;2,103773585;0,490566038;0,150943396
Santa Maria do Herval (RS);2017;4316956;227;0;1703;19,54;11,865837;0,77092511;10,59515419;0,268722467;25,44610132;0,268722467;0,04845815;1,973568282;0,45814978;0,127753304
São José dos Quatro Marcos (MT);2017;5107107;71;0;1371,9;26,846667;18,65404225;0,873239437;9,457295775;0,183098592;25,41890141;0,183098592;0,154929577;2,38028169;NA;NA
Concórdia do Pará (PA);2017;1502756;858;0;2600,625;27,4925;22,81264918;0,962703963;4,410621212;0,184149184;25,38495105;0,184149184;0,031468531;4,078088578;0,01981352;NA
Joaçaba (SC);2017;4209003;318;0;1939,1;18,05;18,82426101;0,65408805;22,00776415;0,29245283;25,37412579;0,29245283;0,022012579;2,08490566;0,811320755;0,355345912
Salete (SC);2017;4215307;265;0;1645,5;17,5825;17,37174717;0,490566038;21,04458491;0,286792453;25,35610189;0,286792453;0,052830189;2,603773585;0,675471698;0,128301887
São Cristóvão (SE);2017;2806701;229;0;1133,55;26,02;11,63661135;0,895196507;10,27265502;0,218340611;25,33153275;0,218340611;0,174672489;2,327510917;0,021834061;0,008733624
Medicilândia (PA);2017;1504455;114;0;1737,95;27,6625;69,68982456;0,99122807;6,511745614;0,157894737;25,30874561;0,157894737;0,035087719;3,061403509;NA;0,026315789
Guarani de Goiás (GO);2017;5209408;66;0;951,1;23,7825;74,20227273;0,939393939;27,83642424;0,242424242;25,27284848;0,242424242;0,060606061;2,666666667;0,166666667;0,015151515
São Sebastião do Rio Verde (MG);2017;3164902;57;0;1215,75;17,405;17,63054386;0,842105263;25,18719298;0,385964912;25,23335088;0,385964912;0,01754386;2,263157895;0,175438596;0,421052632
Teresina de Goiás (GO);2017;5221080;69;0;1123,4;22,9;158,9082319;0,913043478;9,595855072;0,304347826;25,19498551;0,304347826;0,811594203;3,420289855;NA;0,014492754
Sapiranga (RS);2017;4319901;60;0;1703;20,905;13,68666667;0,383333333;21,11653333;0,3;25,13438333;0,3;0,15;2,283333333;0,95;0,05
Rio Preto da Eva (AM);2017;1303569;183;0;2336,9;28,121667;47,09676503;0,655737705;42,86645902;0,142076503;25,12616393;0,142076503;0,158469945;3,284153005;0,12568306;0,010928962
Paial (SC);2017;4211876;163;0;2371,7;20,27;11,2564908;0,668711656;11,30738037;0,196319018;25,12443558;0,196319018;0;2,122699387;0,239263804;0,190184049
Itambacuri (MG);2017;3132701;315;0;837,2;23,583333;19,66477778;0,914285714;17,75593651;0,314285714;25,07990159;0,314285714;0,088888889;2,803174603;0,022222222;0,015873016
Japaratinga (AL);2017;2703601;67;0;1998,7;25,86;21,74601493;0,970149254;13,84731343;0,164179104;25,03335821;0,164179104;0,029850746;2,492537313;0,089552239;0,014925373
Rodelas (BA);2017;2927101;118;0;501,05;25,8525;8,466084746;0,830508475;21,60511017;0,084745763;24,97021186;0,084745763;0,898305085;2,711864407;0;NA
Quixeré (CE);2017;2311504;238;0;724,3;27,58;27,09689916;0,739495798;37,31187395;0,277310924;24,95891176;0,277310924;0,331932773;3,68487395;0,210084034;NA
Placas (PA);2017;1505650;311;0;1789,333333;27,653333;80,87268167;0,958199357;12,08993569;0,138263666;24,91706431;0,138263666;0,019292605;2,350482315;0,15755627;0,006430868
Campo Largo (PR);2017;4104204;861;0;1453,86;17,244;16,43352265;0,831591173;18,665518;0,238095238;24,83197329;0,238095238;0,058072009;2,090592334;0,961672474;0,229965157
São Martinho (SC);2017;4217105;110;0;1377,333333;19,66;21,66181818;0,7;13,41769091;0,245454545;24,81724545;0,245454545;0,018181818;2,490909091;0,281818182;0,045454545
Pedro Leopoldo (MG);2017;3149309;41;0;913,733333;20,126667;56,80931707;0,414634146;68,8044878;0,268292683;24,79853659;0,268292683;0,12195122;3,414634146;0,756097561;0,048780488
Jaramataia (AL);2017;2703700;90;0;1112,6;25,435;27,92247778;0,911111111;11,05973333;0,255555556;24,68153333;0,255555556;0;3,277777778;0,144444444;0,144444444
São José de Ubá (RJ);2017;3305133;10;0;812;23,27;13,044;0,3;25,8933;0,1;24,5899;0,1;0,5;2,5;NA;0,1
Jacuí (MG);2017;3134806;91;0;1155,65;20,375;25,63503297;0,747252747;15,30804396;0,362637363;24,48464835;0,362637363;0,010989011;1,868131868;0,659340659;0,010989011
Apiaí (SP);2017;3502705;129;0;1588,25;19,4325;38,84325581;0,899224806;44,39706202;0,224806202;24,45590698;0,224806202;0,108527132;2,775193798;0,620155039;0,007751938
Blumenau (SC);2017;4202404;136;0;1601,5;19,77;13,36463235;0,683823529;12,93205882;0,338235294;24,42030882;0,338235294;0,088235294;2,272058824;0,470588235;0,044117647
Palmares (PE);2017;2610004;244;0;1345,2;23,73;66,67908197;0,569672131;9,063954918;0,147540984;24,37340164;0,147540984;0,110655738;2,430327869;0,081967213;NA
Paverama (RS);2017;4314159;333;0;1680,2;20,85;9,913903904;0,975975976;15,48582883;0,339339339;24,19289489;0,339339339;0,003003003;1,843843844;0,273273273;0
Taquara (RS);2017;4321204;689;0;1725,8;19,09;14,0360537;0,885341074;13,12177504;0,362844702;24,18875327;0,362844702;0,039187228;1,979680697;0,387518142;0,008708273
Bom Jesus do Sul (PR);2017;4103156;382;0;2694;20,185;14,97504188;0,858638743;14,24859424;0,261780105;24,13071466;0,261780105;0,010471204;2,227748691;0,109947644;0,007853403
Guaraqueçaba (PR);2017;4109500;78;0;1991,9;21;32,71357692;0,91025641;15,09075641;0,346153846;24,05852564;0,346153846;0,205128205;2,384615385;0,294871795;0
Upanema (RN);2017;2414605;374;0;631,4;26,875;30,24652406;0,802139037;33,87562299;0,195187166;24,0428262;0,195187166;0,147058824;3,213903743;0,082887701;0,053475936
Lorena (SP);2017;3527207;18;0;1215,75;19,205;70,05166667;0,5;56,235;0,333333333;24,02066667;0,333333333;0,166666667;2,555555556;0,888888889;0,222222222
Ananás (TO);2017;1701002;86;1;1706,4;28,096667;21,02023256;0,988372093;3,13905814;0,104651163;24,00819767;0,104651163;0;3,558139535;0;NA
Maxaranguape (RN);2017;2407500;43;0;581,8;26,643333;20,9772093;0,790697674;20,91197674;0,046511628;24,00495349;0,046511628;0,930232558;3;0,23255814;0,023255814
Santa Teresa (ES);2017;3204609;88;0;1133,5;24,71;10,07498864;0,852272727;20,74018182;0,261363636;23,99922727;0,261363636;0,488636364;2,602272727;0,125;0,022727273
Extrema (MG);2017;3125101;64;0;1199,5;17,83;11,97271875;0,796875;23,51967188;0,34375;23,9728125;0,34375;0,25;2,46875;0,5625;0,03125
Inhangapi (PA);2017;1503408;313;0;2743,55;27,405;15,9279361;0,750798722;1,708913738;0,150159744;23,92602556;0,150159744;0,067092652;3,466453674;NA;NA
Arroio do Meio (RS);2017;4301008;280;0;1760,6;19,605;9,954307143;0,717857143;17,81408214;0,389285714;23,91158571;0,389285714;0,021428571;1,967857143;0,764285714;0
Bom Jardim de Minas (MG);2017;3107505;17;0;1162,266667;19,14;68,47911765;0,941176471;24,43552941;0,470588235;23,86123529;0,470588235;0,058823529;2,352941176;NA;0,058823529
Oriximiná (PA);2017;1505304;1502;0;2490,321569;28,744706;30,23980093;0,986684421;2,509228362;0,106524634;23,85253063;0,106524634;0,009320905;4,62183755;0,002663116;NA
Santa Rosa de Lima (SC);2017;4215604;60;0;1471;18,64;29,5105;0,8;17,43166667;0,216666667;23,82796667;0,216666667;0;2,383333333;0,5;0,083333333
Mandirituba (PR);2017;4114302;318;0;1444,3;16,88;18,51266981;0,764150943;20,1931478;0,157232704;23,8070566;0,157232704;0,044025157;2,267295597;0,757861635;0,088050314
Santo Antônio do Rio Abaixo (MG);2017;3160504;29;0;930,7;21;23,95551724;0,75862069;12,88417241;0,206896552;23,78772414;0,206896552;0,034482759;2,620689655;NA;NA
Perdigão (MG);2017;3149705;78;0;1039,175;20,815;30,19;0,858974359;17,06765385;0,307692308;23,68352564;0,307692308;0,038461538;1,974358974;0,256410256;0
Castanheira (MT);2017;5102850;46;0;1945,45;27,805;60,64819565;1;23,10206522;0,195652174;23,67158696;0,195652174;0,02173913;1,782608696;0,173913043;0,02173913
São Vicente Férrer (PE);2017;2613800;31;0;841,4;24,425;12,2246129;0,967741935;32,68603226;0,225806452;23,6553871;0,225806452;0,580645161;2,516129032;NA;0
Planalto (RS);2017;4314704;449;0;2495,5;21,205;11,6050245;0,721603563;16,71114922;0,189309577;23,61059688;0,189309577;0,004454343;2,048997773;0,363028953;0,240534521
Pitangui (MG);2017;3151404;124;0;978,25;21,9175;40,53112097;0,814516129;21,64710484;0,322580645;23,47055645;0,322580645;0,072580645;3,056451613;0,556451613;0,322580645
Corinto (MG);2017;3119104;182;0;726,72;23,316;125,7764835;0,906593407;26,35837912;0,428571429;23,38665934;0,428571429;0,032967033;2,631868132;0,368131868;0
Inajá (PE);2017;2607000;668;0;622,5;24,99;24,16333982;0,892215569;23,17013473;0,131736527;23,38554641;0,131736527;0,628742515;3,631736527;0,046407186;0,002994012
Pirapetinga (MG);2017;3151107;15;0;888;23,28;100,1146667;0,733333333;27,09146667;0,4;23,38473333;0,4;0,2;1,866666667;0,2;0
São João dos Patos (MA);2017;2111102;245;1;1115,5;28,506667;38,39574286;0,942857143;18,99071837;0,195918367;23,33157959;0,195918367;0,016326531;2,126530612;0,195918367;0,069387755
Vargem Alta (ES);2017;3205036;34;0;1196,85;22,43;11,00252941;0,970588235;16,33838235;0,176470588;23,32417647;0,176470588;0,382352941;2,441176471;0,176470588;0,029411765
Herval d'Oeste (SC);2017;4206702;245;0;1939,1;18,05;19,50173061;0,326530612;17,17016735;0,428571429;23,30398367;0,428571429;0;2,081632653;0,848979592;0,012244898
Antônio Carlos (MG);2017;3102902;49;0;1021,6;18,845;27,00634694;0,795918367;27,91144898;0,285714286;23,29089796;0,285714286;0,326530612;2,448979592;0,693877551;0,020408163
Farroupilha (RS);2017;4307906;85;0;1680,2;18,95;9,910941176;0,729411765;19,29961176;0,341176471;23,28977647;0,341176471;0,129411765;1,952941176;0,952941176;0,164705882
Maragogi (AL);2017;2704500;531;0;1671,95;25,605;13,51070433;0,960451977;26,12425989;0,18079096;23,26569303;0,18079096;0,037664783;5,401129944;0,041431262;0,001883239
Japeri (RJ);2017;3302270;126;0;945,2;22,49;5,2365;0,761904762;5,402253968;0,253968254;23,20547619;0,253968254;0,095238095;2,055555556;0,150793651;NA
Tefé (AM);2017;1304203;1423;0;2782,858824;27,777647;10,61478426;0,94869993;4,697692902;0,109627547;23,19718552;0,109627547;0,034434294;5,869992973;NA;NA
Nova Serrana (MG);2017;3145208;35;0;978,25;21,465;96,05822857;0,657142857;21,01245714;0,342857143;23,19085714;0,342857143;0,028571429;1,828571429;0,2;0,028571429
Conde (PB);2017;2504603;303;0;1663;26,21;8,730389439;0,785478548;16,54481188;0,224422442;23,16735974;0,224422442;0,290429043;2,458745875;0,03960396;0,00330033
Carira (SE);2017;2801405;535;0;970;25,005;32,71700561;0,738317757;27,86658131;0,246728972;23,1624785;0,246728972;0,003738318;2,409345794;0,626168224;0,052336449
Marcação (PB);2017;2509057;339;0;785,2;25,82;6,75219764;0,923303835;7,944849558;0,126843658;23,03546313;0,126843658;0,04719764;3,628318584;0,053097345;NA
Piedade dos Gerais (MG);2017;3150406;224;0;1136,3;18,79;12,03075;0,928571429;12,38773661;0,245535714;23,03337946;0,245535714;0,0625;2,223214286;0,075892857;0,013392857
Macambira (SE);2017;2803708;162;0;970;25;21,19431481;0,975308642;14,24159877;0,24691358;23,02655556;0,24691358;0,037037037;2,179012346;0,092592593;0,043209877
Cordilheira Alta (SC);2017;4204350;64;0;2440,15;20,31;13,14714063;0,8125;24,07357813;0,40625;23,01601563;0,40625;0;2,53125;0,59375;0,015625
Campo Novo de Rondônia (RO);2017;1100700;35;0;1376,9;25,142;97,15342857;0,971428571;13,50791429;0,171428571;23,00762857;0,171428571;0,085714286;2,485714286;0,542857143;0,057142857
Nova Mamoré (RO);2017;1100338;55;0;1471;25,593333;40,67727273;0,581818182;14,79883636;0,127272727;22,99329091;0,127272727;0,2;3,727272727;0,109090909;0
Francisco Dumont (MG);2017;3126604;46;0;780;23,425;80,89073913;0,673913043;21,04782609;0,239130435;22,98178261;0,239130435;0,217391304;3,47826087;0,260869565;0
Buriti de Goiás (GO);2017;5203939;16;0;1330,7;27,2;15,28;1;15,0545625;0,125;22,9526875;0,125;0;2,125;NA;0
Abre Campo (MG);2017;3100302;213;0;961,7;21,115;21,88832394;0,9342723;11,90860563;0,248826291;22,94506573;0,248826291;0,037558685;2,502347418;0,042253521;0,220657277
Senador Alexandre Costa (MA);2017;2111748;133;1;1211,05;28,16;29,44387218;0,962406015;13,17266917;0,210526316;22,9447218;0,210526316;0,015037594;2,22556391;0,15037594;0,022556391
Caapiranga (AM);2017;1300839;139;0;2707,133333;28,085556;15,28489209;0,935251799;2,181489209;0,122302158;22,94270504;0,122302158;0,021582734;2,791366906;0;NA
Laje (BA);2017;2918803;1765;0;1236,4;22,465;6,919065722;0,941643059;8,084467989;0,137110482;22,91177167;0,137110482;0,009065156;3,168271955;0,053824363;0,001133144
Piracaia (SP);2017;3538600;16;0;1266,45;18,84;25,86125;0,875;24,1891875;0,1875;22,9035;0,1875;0,1875;3,25;1;0
Ibicaré (SC);2017;4206801;206;0;1939,1;17,35;16,35771845;0,660194175;30,80901456;0,339805825;22,86656796;0,339805825;0;2,17961165;0,631067961;0,009708738
Montalvânia (MG);2017;3142700;160;0;708,1;25,995;32,3122;0,74375;21,4866625;0,3375;22,85603125;0,3375;0,24375;3,225;0,1;0,00625
Campo Magro (PR);2017;4104253;353;0;1444,3;17,375;34,34858357;0,815864023;17,59444193;0,243626062;22,74030028;0,243626062;0,067988669;2,35694051;1,099150142;0,07082153
Pureza (RN);2017;2410405;236;0;581,8;26,426667;24,88983051;0,860169492;16,73033051;0,186440678;22,70615678;0,186440678;0,127118644;5,720338983;0,13559322;0,004237288
Porto Vera Cruz (RS);2017;4315073;260;0;2572,8;22,05;12,75423077;0,723076923;10,82696154;0,330769231;22,70531154;0,330769231;0,011538462;2,230769231;0,111538462;0,003846154
Humaitá (AM);2017;1301704;326;0;2213,395238;27,285714;49,00909816;0,90797546;8,571119632;0,171779141;22,68365031;0,171779141;0,030674847;3,291411043;0,079754601;0,003067485
Lindóia do Sul (SC);2017;4209854;141;0;2217,05;18,3625;16,6403617;0,524822695;19,34676596;0,312056738;22,63248936;0,312056738;0;2,326241135;0,517730496;0,205673759
Guarapari (ES);2017;3202405;36;0;1266,1;23,733333;15,065;0,861111111;6,850055556;0,277777778;22,61222222;0,277777778;0,027777778;1,916666667;NA;0
Chalé (MG);2017;3116001;11;0;1007;21,315;17,61245455;0,727272727;13,26627273;0,363636364;22,58581818;0,363636364;0,090909091;2,454545455;NA;0,090909091
Presidente Kennedy (ES);2017;3204302;157;0;714,1;24,975;22,30552866;0,821656051;19,96915924;0,165605096;22,505;0,165605096;0,025477707;2,942675159;0,25477707;0,031847134
Sumidouro (RJ);2017;3305703;111;0;921,65;20,89;18,56165766;0,747747748;16,25754955;0,207207207;22,37921622;0,207207207;0,81981982;2,081081081;0,135135135;0,009009009
Presidente Juscelino (MG);2017;3153202;18;0;832,6;21,405;69,28066667;0,722222222;49,27055556;0,333333333;22,3635;0,333333333;0,055555556;3,277777778;0,388888889;0,055555556
Barra Mansa (RJ);2017;3300407;90;0;1360;19,995;38,71113333;0,733333333;16,30882222;0,366666667;22,32987778;0,366666667;0,255555556;1,955555556;0,055555556;0,1
União dos Palmares (AL);2017;2709301;629;0;1731,75;24,005;9,272054054;0,985691574;3,942717011;0,174880763;22,31027027;0,174880763;0,054054054;2,492845787;0,0063593;0
Pareci Novo (RS);2017;4314035;15;0;1680,2;21,03;9,773333333;0,733333333;17,13526667;0,333333333;22,2664;0,333333333;0,066666667;2,133333333;1,133333333;0
São Félix de Balsas (MA);2017;2110807;286;1;1113,5;27,915;98,07418881;0,91958042;25,49170629;0,160839161;22,25453497;0,160839161;0,006993007;4,437062937;0,066433566;0,038461538
Carmópolis (SE);2017;2801504;51;0;1217,65;25,955;14,1837451;0,921568627;20,50801961;0,294117647;22,2457451;0,294117647;0,117647059;4,333333333;NA;NA
Brumadinho (MG);2017;3109006;58;0;1119,7;18,68;60,85360345;0,379310345;61,99156897;0,327586207;22,15063793;0,327586207;0,103448276;2,879310345;0,586206897;0,068965517
São Pedro de Alcântara (SC);2017;4217253;103;0;1586;20,17;16,82118447;0,514563107;9,982058252;0,291262136;22,09204854;0,291262136;0,097087379;2,087378641;0,203883495;0,029126214
Baião (PA);2017;1501204;1167;0;2650,92;28,46;11,82400257;0,976863753;3,011059983;0,10454156;22,06415938;0,10454156;0,06940874;4,185946872;NA;0,003427592
Porto Real (RJ);2017;3304110;14;0;1360;19,89;8,943928571;0,785714286;19,06285714;0,285714286;22,05178571;0,285714286;0,214285714;1,857142857;0,428571429;NA
Malhada (BA);2017;2920205;724;0;583,02;26,082;25,40406354;0,893646409;9,085640884;0,208563536;22,04214503;0,208563536;0,19198895;2,693370166;0,114640884;0,011049724
Mambaí (GO);2017;5212709;74;0;936,95;23,755;42,78135135;0,932432432;8,963527027;0,297297297;22,00789189;0,297297297;0,108108108;2,837837838;0,108108108;NA
Arabutã (SC);2017;4201273;164;0;2371,7;19,75;10,56530488;0,756097561;15,4842439;0,396341463;22,0062561;0,396341463;0;1,865853659;0,219512195;0,067073171
Ponto Chique (MG);2017;3152131;16;0;816,15;25,05;70,455;0,875;11,99675;0,5;21,9858125;0,5;0;2,1875;0,625;0
Belmiro Braga (MG);2017;3106101;21;0;983,4;20,435;86,87142857;0,952380952;29,56209524;0,476190476;21,97390476;0,476190476;0,047619048;3,142857143;0,380952381;0,047619048
